strain,DATE,SPECIES.SUBTYPE,antibiotic,vector,accession,NOTES.RE..CONTRUCTION..ORIGIN..PHENOTYPE,STRAIN.ACQUIRED.FROM.PARENT.STRAIN,DEPOSITOR,OTHER.NOTES,GLYCEROL.STOCK.LOCATION,BURDEN.ASSAY,MINIPREP.DNA.CONCENTRATION..ng.uL.,SEQUENCED...0..IF.NOT,SEQUENCE.CONFIRMED.,GFP.inteference,fluorescent.protein,TYPE,SUBPARTS,SHORT.DESCRIPTION.,measured
BB391,6.19.19,E. coli DH10B + burden monitor,"kan, amp",pSB1A2,BBa_R0078,"Plate 4, 15H",spring 2018 iGEM distribution,Shireen Shah,,Green Box,exp024,NA,1,No,FALSE,,Coding,1," ""Promoter (cinR and HSL regulated)""",TRUE
BB392,6.19.19,E. coli DH10B + burden monitor,"kan, amp",pSB1A2,BBa_I13601,"Plate 4, 15J",spring 2018 iGEM distribution,Shireen Shah,,Green Box,exp024/exp052,1.32,0.55,No,FALSE,CFP,Protein_Domain,1," ""Lac operator with CFP reporter (without LVA tag) [R/Lc-]""",TRUE
BB393,6.19.19,E. coli DH10B + burden monitor,"kan, amp",pSB1A2,BBa_R0082,"Plate 4, 15L",spring 2018 iGEM distribution,Shireen Shah,,Green Box,exp024,NA,0,No,FALSE,,Coding,1," ""Promoter (OmpR  positive)""",TRUE
BB394,6.19.19,E. coli DH10B + burden monitor,"kan, amp",pSB1A2,BBa_R0083,"Plate 4, 15N",spring 2018 iGEM distribution,Shireen Shah,,Green Box,exp024,NA,0,No,FALSE,,Protein_Domain,1," ""Promoter (OmpR  positive)""",TRUE
BB395,6.19.19,E. coli DH10B + burden monitor,"kan, amp",BBa_J23006,BBa_J23070,"Plate 4, 15P",spring 2018 iGEM distribution,Shireen Shah,,Green Box,exp024/exp054/exp052/exp051/exp050,1.03,0.429166667,No,FALSE,,Generator,2," ""Ser2 derived key""",TRUE
BB396,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K541503,"Plate 1, 11I",spring 2018 iGEM distribution,Alex MacAskill,,Green Box,exp024/exp052,5.39,2.245833333,,FALSE,,Translational_Unit,1," ""Constitutive Strong promoter  Strong RBS and TAT signal peptide""",TRUE
BB397,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K738002,"Plate 1,11J",spring 2018 iGEM distribution,Alex MacAskill,,Green Box,exp024/exp052,10.6,4.416666667,,FALSE,,Coding,1," ""Theophyline riboswitch regulated RNA Scaffold (clover vision 2)""",TRUE
BB398,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K541505,"Plate 1, 11K",spring 2018 iGEM distribution,Alex MacAskill,,Green Box,exp024,19.2,8,,FALSE,,Translational_Unit,1," ""limulus anti-LPS factor (LALF)""",TRUE
BB399,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K863206,"Plate 1, 11L",spring 2018 iGEM distribution,Alex MacAskill,,Green Box,exp024/exp052,8.95,3.729166667,,FALSE,,Translational_Unit,1," ""Mating factor alpha 1 with Kozak sequence""",TRUE
BB400,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K541506,"Plate 1, 11M",spring 2018 iGEM distribution,Alex MacAskill,,,exp024/exp052,9.18,3.825,,FALSE,,Coding,1," ""Reflectin1A from Cephalopod""",TRUE
BB401,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K875009,"Plate 1, 11N",spring 2018 iGEM distribution,Alex MacAskill,,,exp024/exp052,6.53,2.720833333,,FALSE,,Regulatory,1," ""LL 37 - Cathelicidin""",TRUE
BB402,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K541526,"Plate 1, 11O",spring 2018 iGEM distribution,Alex MacAskill,,,exp024/exp052,7.84,3.266666667,,FALSE,,Protein_Domain,1," ""reflectin for b.subtilis with LipA signal peptide""",TRUE
BB403,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K895000,"Plate 1, 11P",spring 2018 iGEM distribution,Alex MacAskill,,,exp024/exp052,7.01,2.920833333,,FALSE,,Coding,1," ""Eco_Ptat2""",TRUE
BB404,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K592020,"Plate 1, 12B",spring 2018 iGEM distribution,Alex MacAskill,,,exp024/exp052,5.17,2.154166667,,TRUE,BCP,Composite,2," ""PFixK2-lambda C1-B0034-amilCP blue light sensor output""",TRUE
BB405,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K581008,"Plate 1, 12C",spring 2018 iGEM distribution,Alex MacAskill,,,exp024/exp052,6.74,2.808333333,,FALSE,,Coding,1," ""RBS+ccdB+Termintor """,TRUE
BB406,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K784013,"plate 2, 3N",spring 2018 iGEM distribution,jordan clements,,,exp017,NA,0,,FALSE,RFP,Composite,2," ""pLux+Theophylline riboswitch+mCherry""",TRUE
BB407,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K775000,"plate 2, 3O",spring 2018 iGEM distribution,jordan clements,,,exp017,NA,0,,FALSE,,Coding,1," "" RI7-GPR109A Niacin chimeric GPCR""",TRUE
BB408,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K784014,"plate 2, 3P",spring 2018 iGEM distribution,jordan clements,,,exp017,NA,0,,FALSE,RFP,Coding,1," ""pLux+Spacer2+RBS+mCherry""",TRUE
BB409,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747008,"plate 2, 4A",spring 2018 iGEM distribution,jordan clements,,,exp017,NA,0,,FALSE,,Composite,4," ""TAL-Protein_GA1_Direpeat""",TRUE
BB410,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_C0051,"plate 2, 4B",spring 2018 iGEM distribution,jordan clements,,,exp017,NA,0,,FALSE,,Composite,2," ""cI repressor from E. coli phage lambda (+LVA) """,TRUE
BB411,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747009,"plate 2, 4C",spring 2018 iGEM distribution,jordan clements,,,exp017,NA,0,,FALSE,,Composite,2," ""TAL-Protein_GC1_Direpeat""",TRUE
BB412,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_C0052,"plate 2, 4D",spring 2018 iGEM distribution,Michelle Chang,,,exp017,NA,0,,FALSE,,Reporter,4," ""cI repressor from phage  434 (+LVA)""",TRUE
BB413,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747010,"plate 2, 4E",spring 2018 iGEM distribution,Michelle Chang,,,exp017,NA,0,,FALSE,,Composite,5," ""TAL-Protein_GG1_Direpeat""",TRUE
BB414,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_C0053,"plate 2, 4F",spring 2018 iGEM distribution,Michelle Chang,,,exp017,NA,0,,FALSE,,Coding,1," ""c2  repressor from Salmonella phage P22  (+LVA)""",TRUE
BB415,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747011,"plate 2, 4G",spring 2018 iGEM distribution,Michelle Chang,,,exp017,NA,0,,FALSE,,Composite,5," ""TAL-Protein_GT1_Direpeat""",TRUE
BB416,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_C0060,"plate 2, 4H",spring 2018 iGEM distribution,Michelle Chang,,,exp017,NA,0,,FALSE,,Tag,1," ""autoinducer inactivation enzyme from Bacillus; hydrolyzes acetyl homoserine lactone""",TRUE
BB417,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747012,"plate 2, 4I",spring 2018 iGEM distribution,Michelle Chang,,,exp017,NA,0,,FALSE,,Protein_Domain,1," ""TAL-Protein_TA1_Direpeat""",TRUE
BB418,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K539421,"Plate 1, 12G",spring 2018 iGEM distribution,Angela Pak,,,exp024/exp052,NA,0,,FALSE,,Protein_Domain,1," ""promoter (lacI regulated)+RNA thermometer """,TRUE
BB419,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K517002,"Plate 1, 12J",spring 2018 iGEM distribution,Angela Pak,,,exp052,5.18,2.158333333,,FALSE,,Protein_Domain,1," ""alpha-pinene synthase""",FALSE
BB420,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K539119,"Plate 1, 12K",spring 2018 iGEM distribution,Angela Pak,,,exp052,3.68,1.533333333,,FALSE,,Protein_Domain,1," ""crtY (lycopene cyclase)""",FALSE
BB421,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K517003,"Plate 1, 12L",spring 2018 iGEM distribution,Angela Pak,,,exp052,3.47,1.445833333,,FALSE,,Translational_Unit,4," ""beta-pinene synthase """,FALSE
BB422,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K517005,"Plate 1, 12N",spring 2018 iGEM distribution,Angela Pak,,,exp052,3.44,1.433333333,,FALSE,,Translational_Unit,4," ""erg20-2""",FALSE
BB423,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K519010,"Plate 1, 12O",spring 2018 iGEM distribution,Angela Pak,,,exp052,NA,0,,FALSE,,Generator,2," ""SmtA""",FALSE
BB424,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K861173,"Plate 1, 13H",spring 2018 iGEM distribution,Angela Pak,,,exp052,2.94,1.225,,FALSE,RFP,Regulatory,1," ""mRFP generator controlled by  PcstA (glucose-repressible promoter)""",FALSE
BB425,6.20.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K540001,"Plate 1, 13I",spring 2018 iGEM distribution,Angela Pak,,,exp052,3.51,1.4625,,FALSE,,Intermediate,3," ""rcn  cobalt-sensitive promoter""",FALSE
BB426,7.16.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_E0020,"Plate 2, 4N",spring 2018 iGEM distribution,Michelle Chang,,,exp022/exp028,NA,0,,FALSE,CFP,Regulatory,1," ""engineered cyan fluorescent protein derived from A. victoria GFP """,TRUE
BB427,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747015,"Plate 2, 4O",spring 2018 iGEM distribution,Michelle Chang,,,,NA,0,,FALSE,,Reporter,10," ""TAL-Protein_TT1_Direpeat""",FALSE
BB428,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K775001,"Plate 2, 5A",spring 2018 iGEM distribution,Michelle Chang,,,,NA,0,,FALSE,,Coding,1," ""RI7-Olfr154 Isoamylacetate chimeric GPCR""",FALSE
BB429,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K876010,"Plate 2, 5B",spring 2018 iGEM distribution,Michelle Chang,,,,NA,0,,FALSE,,Device,10," ""pLux-TetR""",FALSE
BB430,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K775002,"Plate 2, 5C",spring 2018 iGEM distribution,Michelle Chang,,,,NA,0,,FALSE,,Reporter,1," ""RI7-OR1G1 Isoamylacetate chimeric GPCR""",FALSE
BB431,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K876014,"Plate 2, 5D",spring 2018 iGEM distribution,Raul Lopez,,,,2.5,1.041666667,,FALSE,,Reporter,1," ""pLac-LuxI""",FALSE
BB432,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K775003,"Plate 2, 5E",spring 2018 iGEM distribution,Raul Lopez,,,,4.28,1.783333333,,FALSE,,Device,1," ""RI7-odr10 (diacetyl) chimeric GPCR with promoter and terminator""",FALSE
BB433,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K847060,"Plate 2, 5G",spring 2018 iGEM distribution,Raul Lopez,,,exp053,2.78,1.158333333,,FALSE,,Composite,6," ""''Escherichia coli'' osmoregulatory trehalose synthesis A (otsA)""",FALSE
BB434,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K876057,"Plate 2, 5H",spring 2018 iGEM distribution,Raul Lopez,,,,4.71,1.9625,,FALSE,,RBS,1," ""pTetR-lasR-Term-Term""",FALSE
BB435,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K731020,"Plate 2, 5I",spring 2018 iGEM distribution,Raul Lopez,,,,2.18,0.908333333,,FALSE,,RNA,1," ""Inducible araC-pBAD promoter regulating WT CysE""",FALSE
BB436,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K876069,"Plate 2, 5J",spring 2018 iGEM distribution,Raul Lopez,,,,4.7,1.958333333,,FALSE,,DNA,1," ""Term-Term-pLuxR-TetR""",FALSE
BB437,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K731030,"Plate 2, 5K",spring 2018 iGEM distribution,Alex MacAskill,,,,NA,0,,FALSE,,Generator,4," ""Inducible araC-pBAD promoter regulating M256I CysE""",FALSE
BB438,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K876070,"Plate 2, 5L",spring 2018 iGEM distribution,Alex MacAskill,,,,NA,0,,FALSE,,Reporter,1," ""CP-GFP-Term""",FALSE
BB439,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K731250,"Plate 2, 5M",spring 2018 iGEM distribution,Alex MacAskill,,,,NA,0,,FALSE,,Regulatory,1," ""Inducible araC-pBAD promoter with GFPmut3b  strong RBS""",FALSE
BB440,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K817000,"Plate 2, 5N",spring 2018 iGEM distribution,Alex MacAskill,,,,NA,0,,FALSE,,Coding,1," ""SP1-GLP1""",FALSE
BB441,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K731255,"Plate 2, 5O",spring 2018 iGEM distribution,Alex MacAskill,,,,NA,0,,FALSE,,Coding,1," ""Inducible araC-pBAD promoter with GFPmut3b  weak RBS""",FALSE
BB442,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K844000,"Plate 5, 5P",spring 2018 iGEM distribution,Alex MacAskill,,,,NA,0,,FALSE,,Regulatory,1," ""10x-Histidine (10x-His) Tag with double stop codon (TAATAA)""",FALSE
BB443,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747016,"Plate 2, 6A",spring 2018 iGEM distribution,Alex MacAskill,,,,NA,0,,FALSE,,Other,1," ""TAL-Protein_AA2_Direpeat""",FALSE
BB444,6.26.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_E0032,"Plate 2, 6B",spring 2018 iGEM distribution,Alex MacAskill,,,,NA,0,,TRUE,YFP,Device,1," ""enhanced yellow fluorescent protein derived from A. victoria GFP""",FALSE
BB445,6.26.28,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747017,"Plate 2, 6C",spring 2018 iGEM distribution,Alex MacAskill,,,,NA,0,,FALSE,,Coding,1," ""TAL-Protein_AC2_Direpeat""",FALSE
BB446,7.16.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_R0011,"Plate 2, 6D",spring 2018 iGEM distribution,Alex MacAskill,,,exp022,NA,0,,FALSE,,Measurement,3," ""Promoter (lacI regulated  lambda pL hybrid)""",TRUE
BB447,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB448,,,,,,,,,,,,NA,0,,FALSE,,Device,1,,FALSE
BB449,,,,,,,,,,,,NA,0,,FALSE,,Device,1,,FALSE
BB450,,,,,,,,,,,,NA,0,,FALSE,,Device,1,,FALSE
BB451,,,,,,,,,,,,NA,0,,FALSE,,Composite,6,,FALSE
BB452,,,,,,,,,,,,NA,0,,FALSE,,Reporter,2,,FALSE
BB453,,,,,,,,,,,,NA,0,,FALSE,,Signalling,4,,FALSE
BB454,,,,,,,,,,,,NA,0,,FALSE,,Composite,6,,FALSE
BB455,,,,,,,,,,,,NA,0,,FALSE,,Measurement,3,,FALSE
BB456,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB457,,,,,,,,,,,,NA,0,,FALSE,,Terminator,1,,FALSE
BB458,,,,,,,,,,,,NA,0,,FALSE,,Measurement,3,,FALSE
BB459,,,,,,,,,,,,NA,0,,FALSE,,Regulatory,1,,FALSE
BB460,,,,,,,,,,,,NA,0,,FALSE,,Reporter,2,,FALSE
BB461,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB462,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB463,,,,,,,,,,,,NA,0,,FALSE,,Intermediate,2,,FALSE
BB464,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB465,,,,,,,,,,,,NA,0,,FALSE,,Intermediate,6,,FALSE
BB466,,,,,,,,,,,,NA,0,,FALSE,,Composite,6,,FALSE
BB467,,,,,,,,,,,,NA,0,,FALSE,,Reporter,4,,FALSE
BB468,,,,,,,,,,,,NA,0,,FALSE,,Regulatory,1,,FALSE
BB469,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB470,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB471,,,,,,,,,,,,NA,0,,FALSE,,Composite,4,,FALSE
BB472,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB473,,,,,,,,,,,,NA,0,,FALSE,,Composite,8,,FALSE
BB474,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB475,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB476,,,,,,,,,,,,NA,0,,FALSE,,Other,1,,FALSE
BB477,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB478,,,,,,,,,,,,NA,0,,FALSE,,Other,1,,FALSE
BB479,,,,,,,,,,,,NA,0,,FALSE,,Composite,7,,FALSE
BB480,,,,,,,,,,,,NA,0,,FALSE,,Other,1,,FALSE
BB481,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB482,,,,,,,,,,,,NA,0,,FALSE,,Other,1,,FALSE
BB483,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB484,,,,,,,,,,,,NA,0,,FALSE,,Regulatory,1,,FALSE
BB485,,,,,,,,,,,,NA,0,,FALSE,,Signalling,10,,FALSE
BB486,,,,,,,,,,,,NA,0,,FALSE,,Composite,10,,FALSE
BB487,,,,,,,,,,,,NA,0,,FALSE,,Composite,1,,FALSE
BB488,,,,,,,,,,,,NA,0,,FALSE,,Intermediate,2,,FALSE
BB489,,,,,,,,,,,,NA,0,,FALSE,,Reporter,10,,FALSE
BB490,,,,,,,,,,,,NA,0,,FALSE,,Device,3,,FALSE
BB491,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB492,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB493,,,,,,,,,,,,NA,0,,FALSE,,Generator,5,,FALSE
BB494,,,,,,,,,,,,NA,0,,FALSE,,Protein_Domain,1,,FALSE
BB495,,,,,,,,,,,,NA,0,,FALSE,,Protein_Domain,1,,FALSE
BB496,,,,,,,,,,,,NA,0,,FALSE,,Protein_Domain,1,,FALSE
BB497,,,,,,,,,,,,NA,0,,FALSE,,Protein_Domain,1,,FALSE
BB498,,,,,,,,,,,,NA,0,,FALSE,,Protein_Domain,1,,FALSE
BB499,,,,,,,,,,,,NA,0,,FALSE,,Protein_Domain,1,,FALSE
BB500,,,,,,,,,,,,NA,0,,FALSE,,Reporter,4,,FALSE
BB501,,,,,,,,,,,,NA,0,,FALSE,,Composite,5,,FALSE
BB502,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB503,,,,,,,,,,,,NA,0,,FALSE,,Composite,1,,FALSE
BB504,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB505,,,,,,,,,,,,NA,0,,FALSE,,Regulatory,1,,FALSE
BB506,,,,,,,,,,,,NA,0,,FALSE,,Coding,1,,FALSE
BB507,07.17.19,,"kan,cam",pSB1C3,BBa_K808002,"plate 2, 7g",spring 2018 iGEM distribution,Michelle Chang,,,,5.98,2.491666667,,FALSE,,Protein_Domain,1," ""tctA_503: large subunit A1 of the tripartite tricarboxylate transporter family """,FALSE
BB508,,,,,,,,,,,,NA,,,FALSE,,,NA,,FALSE
BB509,07.17.19,,"kan,cam",pSB1C3,BBa_K808004,"plate 2, 7i",spring 2018 iGEM distribution,Michelle Chang,,,,6.3,2.625,,FALSE,,Protein_Domain,1," ""tctA_505: large subunit A2 of the tripartite tricarboxylate transporter family""",FALSE
BB510,,,,,,,,,,,,NA,,,FALSE,,,NA,,FALSE
BB511,07.17.19,,"kan, cam",pSB1C3,BBa_K808007,"plate 2, 7k",spring 2018 iGEM distribution,Michelle Chang,,,,12.8,5.333333333,,FALSE,,Protein_Domain,1," ""putative terephtalate uptake operon2""",FALSE
BB512,07.17.19,,"kan, cam",pSB1C3,BBa_K779503,"plate 2, 7l",spring 2018 iGEM distribution,Michelle Chang,,,,9.93,4.1375,,FALSE,,Generator,4," ""Long input strand MammoBlock""",FALSE
BB513,07.17.19,,"kan, cam",pSB1C3,BBa_K808012,"plate 2, 7m",spring 2018 iGEM distribution,Michelle Chang,,,,10.1,4.208333333,,FALSE,,Coding,NA," ""tphA2: Catalyzes together with tphA3 TPA to DCD""",FALSE
BB514,07.17.19,,"kan, cam",pSB1C3,BBa_K779504,"plate 2, 7n",spring 2018 iGEM distribution,Michelle Chang,,,,2.31,0.9625,,FALSE,,Other ,NA," ""Long scrambled input strand MammoBlock""",FALSE
BB515,,,,,,,,,,,,NA,,,FALSE,,Regulatory,NA,,FALSE
BB516,07.17.19,,"kan, cam",pSB1C3,BBa_K743002,"plate 2, 7p",spring 2018 iGEM distribution,Michelle Chang,,,,17.2,7.166666667,,FALSE,,Signalling,NA," ""PCaa3 promoter and native rbs from Synechocystis PCC6803""",FALSE
BB517,07.03.19,,"kan,cam",pSB1C3,BBa_K546000,"plate 1, 12D",spring 2018 iGEM distribution,Angela Pak,,,,NA,0,,FALSE,,Signalling,NA," ""Lux pL controlled LuxR with lux pR autoinducing LuxI(lva tag)- AHL.""",FALSE
BB518,07.03.19,,"kan,cam",pSB1C3,BBa_K546001,"plate 1, 12F",spring 2018 iGEM distribution,Angela Pak,,,,NA,0,,FALSE,,Composite ,NA," ""Lux pL controlled luxR with lux pR controlled AHL degrading enzyme AiiA(lva tag). """,FALSE
BB519,07.03.19,,"kan,cam",pSB1C3,BBa_K641009,"plate 1, 12H",spring 2018 iGEM distribution,Angela Pak,,,,6.39,2.6625,,FALSE,,Composite ,NA," ""P_rffGH.rbs.ToxR-Nhe1.{gsgsgs}{LambdaRep}""",FALSE
BB520,07.03.19,,"kan,cam",pSB1C3,BBa_K539622,"plate 1, 12I",spring 2018 iGEM distribution,Angela Pak,,,,2.9,1.208333333,,FALSE,,Intermediate,NA," ""a RBS (B0032)+ilvC""",FALSE
BB521,07.03.19,,"kan,cam",pSB1C3,BBa_K577894,"plate 1, 12P",spring 2018 iGEM distribution,Angela Pak,,,,3.68,1.533333333,,TRUE,YFP,Reporter ,NA," ""TetR repressed YFP""",TRUE
BB522,07.03.19,,"kan,cam",pSB1C3,BBa_K541596,"plate 1, 13A",spring 2018 iGEM distribution,Angela Pak,,,exp032,NA,0,,FALSE,,Device ,NA," ""Reflectin  gene with J04500 promoter """,FALSE
BB523,07.03.19,,"kan,cam",pSB1C3,BBa_K895004,"plate 1, 13B",spring 2018 iGEM distribution,Angela Pak,,,exp032,4.39,1.829166667,,FALSE,,Coding,NA," ""Salty_Hcp-CD27_endolysin""",TRUE
BB524,07.03.19,,"kan,cam",pSB1C3,BBa_K861090,"plate 1, 13D",spring 2018 iGEM distribution,Angela Pak,,,exp032,NA,0,,FALSE,,Coding,NA," ""YhjH Gene From <i>E.coli str. K12</i>""",TRUE
BB525,07.03.19,,"kan,cam",pSB1C3,BBa_K861172,"plate 1, 13F",spring 2018 iGEM distribution,Angela Pak,,,exp032,NA,0,,FALSE,,Generator,NA," "" lambda cI generator controlled by PcstA (glucose-repressible promoter)""",TRUE
BB526,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747018,"plate 2, 6E",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,46.3,19.29166667,,FALSE,,Protein_Domain,NA," ""TAL-Protein_AG2_Direpeat""",TRUE
BB527,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_R0040,"plate 2, 6F",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,48.3,20.125,,FALSE,,Regulatory,NA," ""TetR repressible promoter""",TRUE
BB528,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747019,"plate 2, 6G",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,40.3,16.79166667,,FALSE,,Protein_Domain,NA," ""TAL-Protein_AT2_Direpeat""",TRUE
BB529,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_R0062,"plate 2, 6H",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,28.7,11.95833333,,FALSE,,Regulatory,NA," ""Promoter (luxR & HSL regulated -- lux pR)""",TRUE
BB530,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747020,"plate 2, 6I",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,50.4,21,,FALSE,,Protein_Domain,NA," ""TAL-Protein_CA2_Direpeat""",TRUE
BB531,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_R0063,"plate 2, 6J",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,41.2,17.16666667,,FALSE,,Regulatory,NA," ""Promoter (luxR & HSL regulated -- lux pL)<br>""",TRUE
BB532,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747021,"plate 2, 6K",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,28.1,11.70833333,,FALSE,,Protein_Domain,NA," ""TAL-Protein_CC2_Direpeat""",TRUE
BB533,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_R0065,"plate 2, 6L",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,37.7,15.70833333,,FALSE,,Regulatory,NA," ""Promoter (lambda cI and luxR regulated -- hybrid)""",TRUE
BB534,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747022,"plate 2, 6M",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,45.6,19,,FALSE,,Protein_Domain,NA," ""TAL-Protein_CG2_Direpeat""",TRUE
BB535,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_R1062,"plate 2, 6N",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,42,17.5,,FALSE,,Regulatory,NA," ""Promoter  Standard (luxR and HSL regulated -- lux pR)<br>""",TRUE
BB536,07.04.19,E. coli DH10B + burden monitor,"kan, cam",pSB1C3,BBa_K747023,"plate 2, 6O",spring 2018 iGEM distribution,Diya Bhat,,,exp025/exp032/exp047,37.2,15.5,,FALSE,,Protein_Domain,NA," ""TAL-Protein_CT2_Direpeat""",TRUE
